Number	Poem	Page	ID	Position	Character	Pinyin	MC	OC	FQ	GY	Tone	Division	?	Final	Rhyme	Metrum I	Metrum II	Metrum III	Text	German	
34	QIÁNG PÁN 牆盤	194-8	14a	205	光	guāng	*kwang	*kʷāŋ	古黃	見唐	p	I	h	陽	H	XLV	xxxx	H			
34	QIÁNG PÁN 牆盤	194-8	14e	209	祀	sì	*ziX	*zə(k)ʔ	詳里	邪止	s	III	k	之	J	XLVI	xxxx	J			
34	QIÁNG PÁN 牆盤	194-8		[9]												[9]					
34	QIÁNG PÁN 牆盤	194-8	14m	217	走+喪										?	XLVII	xxxxxxxx	H			
34	QIÁNG PÁN 牆盤	194-8	14m	217	爽	shuǎng	*srjangX	*sraŋʔ	疎兩	生養	s	III	k	陽	H						
34	QIÁNG PÁN 牆盤	194-8	15b	221	誎	cù	*tshjowk	*dzok	七玉	清燭	r	III	k	屋	K	XLVIII	xxxx	k			
34	QIÁNG PÁN 牆盤	194-8	15f	225	厤	lì	*lek	*C-rēk	郎擊	來錫	r	IV	k	錫	K	XLIX	xxxx	K			
34	QIÁNG PÁN 牆盤	194-8	15f	225	秝>日	lì	*lek	*C-rēk	郎擊	來錫	r	IV	k	錫	K						
34	QIÁNG PÁN 牆盤	194-8	15f	225	曆	lì	*lek	*C-rēk	郎擊	來錫	r	IV	k	錫	K						
34	QIÁNG PÁN 牆盤	194-8		[10]												[10]					
34	QIÁNG PÁN 牆盤	194-8	15j	229	友>甘										?	L	xxxx	J			
34	QIÁNG PÁN 牆盤	194-8	15j	229	友	yǒu	*hjuwX	*wəʔ	云久	云有	s	III	k	之	J						
34	QIÁNG PÁN 牆盤	194-8	16a	235	㒸	suì	*zwijH	*zuts	徐醉	邪至	q	III	h	微	X	LI	xxxxxx	X			
34	QIÁNG PÁN 牆盤	194-8	16a	235	墜	zhuì	*drwijH	*druts	直類	澄至	q	III	h	微	X						
34	QIÁNG PÁN 牆盤	194-8	16e	239	曆	lì	*lek	*C-rēk	郎擊	來錫	r	IV	k	錫	K	LII	xxxx	K			
34	QIÁNG PÁN 牆盤	194-8		[11]												[11]					
34	QIÁNG PÁN 牆盤	194-8	16i	243	且+又										?	LIII	xxxx	X			
34	QIÁNG PÁN 牆盤	194-8	16i	243	沮	jǔ	*dzjoX	*dzǎʔ	慈呂	从語	s	III	h	魚	X						
34	QIÁNG PÁN 牆盤	194-8	17b	251	令	lìng	*ljengH	*C-riŋs	力政	來勁	q	III	k	真	L	LIV	xxxxxxxx	L			
34	QIÁNG PÁN 牆盤	194-8	17g	256	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	X	LV	xxxxx	X			
34	QIÁNG PÁN 牆盤	194-8	17m	262	宀>{{刀>昆>土}+由}										?	LVI	xxxxxx	X			
34	QIÁNG PÁN 牆盤	194-8	17m	262	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	X						
34	QIÁNG PÁN 牆盤	194-8	18d	268	褱	huái	*hweaj	*grūj	戶乖	匣皆	p	II	h	隶	X	LVII	xxxxxx	X			
34	QIÁNG PÁN 牆盤	194-8	18d	268	懷	huái	*hweaj	*grūj	戶乖	匣皆	p	II	h	隶	X						
34	QIÁNG PÁN 牆盤	194-8	18f	270	彔										?	LVIII	xx	X			
34	QIÁNG PÁN 牆盤	194-8	18f	270	祿	lù	*luwk	*b-rōk	盧谷	來屋	r	I	h	屋	X						
34	QIÁNG PÁN 牆盤	194-8	18j	274	生	shēng	*sraeng	*sreŋ	所庚	生庚	p	II	k	耕	L	LIX	xxxx	l			
34	QIÁNG PÁN 牆盤	194-8	18n	278	辟	bì	*pjek	*pek	必益	幫昔	r	III	k	錫	K	LX	xxxx	K			
34	QIÁNG PÁN 牆盤	194-8	18t	284	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	X	LXI	xxxx	X			
35	ZǑU GUǏ 走簋	199		(1-45)																	
35	ZǑU GUǏ 走簋	199	6f	52	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	I	xxxx	A			
35	ZǑU GUǏ 走簋	199	7a	56	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	II	xxxx	A			
35	ZǑU GUǏ 走簋	199	8g	62	𣪘										?	III	xxxxxx	A			
35	ZǑU GUǏ 走簋	199	8g	62	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
35	ZǑU GUǏ 走簋	199	8j	74	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	X	IV	xxxxxxxx	X			
36	GUǍZǏ YǑU 寡子卣	199-200	1f	6	八>子										?	I	xxxxxx	A	寡子乍（作）寶{八>子}（孟 A）。	"""[Ich,] Guǎzǐ ließ eine wertvolle Schüssel fertigen."	
36	GUǍZǏ YǑU 寡子卣	199-200	1f	6	孟	mèng	*maengH	*mrāŋs	莫更	明映	q	II	k	陽	A						
36	GUǍZǏ YǑU 寡子卣	199-200	2b	8	虖	hū	*hu	*hwā	荒烏	曉模	p	I	h	魚	B	II	xx	B	烏虖 B！	Oh weh!	
36	GUǍZǏ YǑU 寡子卣	199-200	2e	11	家	jiā	*kae	*krā	古牙	見麻	p	II	k	魚	B	III	xxx	B	依帝（大）家 B，	Stützt euch auf die große Familie	
36	GUǍZǏ YǑU 寡子卣	199-200	3c	15	尗	shū	*syuwk	*stiwk	式竹	書屋	r	III	h	覺	X	IV	xxxx	X	{𠂤-丶}（以） 厎（敦）不 （淑 X ），	und übt durch sie Druck aus auf die, die boshaft sind, 	
36	GUǍZǏ YǑU 寡子卣	199-200	3c	15	淑	shú	*dzyuwk	*diwk	殊六	禪虞	r	III	h	覺	X						
36	GUǍZǏ YǑU 寡子卣	199-200	3f	18	{出>土}+邑										?	V	xxx	a	康乃{{出>土}+邑}（邦 a）！	um den Staat zur Ruhe zu bringen!“	
36	GUǍZǏ YǑU 寡子卣	199-200	3f	18	邦	bāng	*paewng	*prōŋ	博江	幫江	p	II	k	東	a						
37	DÒU BÌ GUǏ 豆閉簋	201		(1-58)																	
37	DÒU BÌ GUǏ 豆閉簋	201	6j	62	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	I	xxxx	A			
37	DÒU BÌ GUǏ 豆閉簋	201	7i	71	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	X	II	xxxxxxxxx   	X			
37	DÒU BÌ GUǏ 豆閉簋	201	8a	76	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	III	xxxxx	A			
37	DÒU BÌ GUǏ 豆閉簋	201	8h	80	𣪘										?	IV	xxxx	A			
37	DÒU BÌ GUǏ 豆閉簋	201	8h	80	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
37	DÒU BÌ GUǏ 豆閉簋	201	9b	84	壽	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	A	V	xxxx	A			
37	DÒU BÌ GUǏ 豆閉簋	201	9f	88	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	A	VI	xxxx	A			
37	DÒU BÌ GUǏ 豆閉簋	201	9j	92	室	shì	*syit	*stit	式質	書質	r	III	k	質	X	VII	xxxx	A			
38	SHÍ HǓ GUǏ 師虎簋	202		(1-42)																	
38	SHÍ HǓ GUǏ 師虎簋	202	5c	51	事	shì	*dzriH	*ɦsrəs	鉏吏	崇止	q	III	k	之	a	I	xxxxxxxxx	a	[…] 王若（諾）曰﹕「虎，{{才>食}+丮}（載）先王既令乃{且+又}（祖）考事 a 。	"""Zustimmend sprach der König folgendes: Hǔ, beginne mit dem Dienst, zu dem die früheren Könige deinen Ahnvater selig abkommandiert hatten. "	
38	SHÍ HǓ GUǏ 師虎簋	202	5k	59	荊	jīng	*kjaeng	*kraŋ	舉卿	見庚	p	III	k	陽	b	II	xxxxxxxx	B	啻（適）官{𤔔+司}左右戲{每+系} （繁）荊（纓）B。	Gehe hin und übernehme Du die Leitung für die linken und rechten (Bespieler des Schmuckzaumzeugs ) Kavallerieeinheiten. 	
38	SHÍ HǓ GUǏ 師虎簋	202	5k	59	纓	yīng	*'jeng	*ʔeŋ	於盈	景清	p	III	k	耕	B						
38	SHÍ HǓ GUǏ 師虎簋	202	6g	67	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	b	III	xxxxxxxx	b	今余隹（唯）帥井（型）先王令 b。	Heute werde ich dem Befehl der früheren Könige beispielhaft folgen und dir befehlen, 	
38	SHÍ HǓ GUǏ 師虎簋	202	6g	67	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	b						
38	SHÍ HǓ GUǏ 師虎簋	202	6m	73	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	IV	xxxxxx	A	（命）女（汝）更（賡）乃 （祖）考 A ，	deinen Ahnvater selig abzulösen und hinzugehen,	
38	SHÍ HǓ GUǏ 師虎簋	202	7h	81	荊	jīng	*kjaeng	*kraŋ	舉卿	見庚	p	III	k	陽	b	V	xxxxxxxx	B	啻（適）官{𤔔+司}左右戲荊（纓） B 。	, um die Leitung für die linken und rechten (Bespieler des Schmuckzaumzeugs →) Kavallerieeinheiten zu übernehmen. 	
38	SHÍ HǓ GUǏ 師虎簋	202	7h	81	纓	yīng	*'jeng	*ʔeŋ	於盈	景清	p	III	k	耕	B						
38	SHÍ HǓ GUǏ 師虎簋	202	8c	88	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	b	VI	xxxxxxx	b	茍（敬）夙夜勿{{鹿-比}>{与-一+灬}>法}（廢）{舟+关}（朕）令（命 b）。	Sei ehrerbietig, Tag und Nacht verwerfe mein Mandat nicht!	
38	SHÍ HǓ GUǏ 師虎簋	202	8c	88	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	b						
38	SHÍ HǓ GUǏ 師虎簋	202	8j	94	事	shì	*dzriH	*ɦsrəs	鉏吏	崇止	q	III	k	之	a	VII	xxxxxx	a	易（賜）女（汝）赤舄，用事 a ！」	Ich beschenke dich mit roten Plateausandalen, verwende sie im Dienst! 	
38	SHÍ HǓ GUǏ 師虎簋	202	9b	99	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	VIII	xxxxx	A	虎敢拜{旨+頁}（稽）首 A 。	[Ich,] Hǔ, wagte es, mich zu verneigen und das Haupt in Proskynese zu Boden zu schlagen. 	
38	SHÍ HǓ GUǏ 師虎簋	202	9j	107	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	IX	xxxxxxxx	A	對揚天子不（丕）{不+不}（丕）魯休 A，	In Erwiderung preise ich den illustren-doppeltillustren, großzügigen Gnadenerweis des Himmelssohnes 	
38	SHÍ HǓ GUǏ 師虎簋	202	10f	116	𣪘										?	X	xxxxxxxxx  	A			
38	SHÍ HǓ GUǏ 師虎簋	202	10f	116	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A				用乍（作）{舟+关}（朕）剌（烈）考日庚{阝+尊}（尊）𣪘（簋 A）。	und lasse hiermit für meinen brillanten Vater selig Rìgēng (der, dem man am Zyklustag gēng opfert) eine ehrwürdige guǐ -Terrine fertigen. 	
38	SHÍ HǓ GUǏ 師虎簋	202	10n	124	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	X	XI	xxxxxxxx	X	子=（子子）孫=（孫孫）其永寶用 X ！ 	"Mögen Kindeskinder und Enkelsenkel sie ewiglich wertschätzen und verwenden!"""	
39	MǍO GUǏ (GÀI) 卯簋（蓋）	204		(1-126)																	
39	MǍO GUǏ (GÀI) 卯簋（蓋）	204	11c	130	手	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	I	xxxx	A			
39	MǍO GUǏ (GÀI) 卯簋（蓋）	204	11c	130	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A						
39	MǍO GUǏ (GÀI) 卯簋（蓋）	204	11i	136	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	II	xxxxxx	A			
39	MǍO GUǏ (GÀI) 卯簋（蓋）	204	12a	141	𣪘										?	III	xxxxx	A			
39	MǍO GUǏ (GÀI) 卯簋（蓋）	204	12a	141	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
39	MǍO GUǏ (GÀI) 卯簋（蓋）	204	12l	152	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	X	IV	xxxxxxxxxxx	X			
40	CHÌ GUǏ 趩簋	204-5		(1-14)																	
40	CHÌ GUǏ 趩簋	204-5	3a	19	趩	chì	*trhik	*hrək	恥力	徹職	r	III	k	職	A	I	xxxxx	A			
40	CHÌ GUǏ 趩簋	204-5	3h	26	趩	chì	*trhik	*hrək	恥力	徹職	r	III	k	職	A	II	xxxxxxx 	A			
40	CHÌ GUǏ 趩簋	204-5	4e	31	服	fú	*bjuwk	*bək	房六	夆屋	r	III	h	職	A	III	xxxxx	A			
40	CHÌ GUǏ 趩簋	204-5	4i	35	衣	yī	*'jɨj	*ʔəj	於希	影微	p	III	k	微	B	IV	xxxx	B			
40	CHÌ GUǏ 趩簋	204-5	5e	40	旂	qí	*gjɨj	*gər	渠希	群微	p	III	k	微	B	V	xxxxx	B			
40	CHÌ GUǏ 趩簋	204-5	6a	44	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	c	VI	xxxx	c			
40	CHÌ GUǏ 趩簋	204-5	6e	48	對	duì	*twojH	*k-lūps	都隊	端隊	q	I	h	隶	C	VII	xxxx	C			
40	CHÌ GUǏ 趩簋	204-5	6h	51	曆	lì	*lek	*C-rēk	郎擊	來錫	r	IV	k	錫	X	VIII	xxx	X			
40	CHÌ GUǏ 趩簋	204-5	7e	56	彝	yí	*yij	*ləj	以脂	以脂	p	III	k	脂	B	IX	xxxxx	B			
40	CHÌ GUǏ 趩簋	204-5	8c	62	㒸	suì	*zwijH	*zuts	徐醉	邪至	q	III	h	微	C	X	xxxxxx	C			
40	CHÌ GUǏ 趩簋	204-5	8c	62	墜	zhuì	*drwijH	*druts	直類	澄至	q	III	h	微	C						
40	CHÌ GUǏ 趩簋	204-5	8e	64	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	D	XI	xx	D			
40	CHÌ GUǏ 趩簋	204-5	8i	68	祀	sì	*ziX	*zə(k)ʔ	詳里	邪止	s	III	k	之	d	XII	xxxx	d			
41	SHÍ MIǍN FǓ 師免簠	205	1e	5	匚+{止>土}										?	I	xxxx	A			
41	SHÍ MIǍN FǓ 師免簠	205	1e	5	匡 → 筐	kuāng	*khjwang	*khwaŋ	去王	溪陽	p	III	h	陽	A				史免乍（作）旅{匚0{止>土}}（筐 A）。	"""[Ich,] Kanzlist Miǎn ließ ein Reise-kuāng (-Gefäß) herstellen."	
41	SHÍ MIǍN FǓ 師免簠	205	2d	9	行	xíng	*haeng	*grāŋ	戶庚	匣庚	p	II	k	陽	A	II	xxxx	A	從王征行 A，	Wenn ihr dem König auf Strafexpeditionen und Reisen folgt,	
41	SHÍ MIǍN FǓ 師免簠	205	3c	13	梁	liáng	*ljang	*C-raŋ	呂張	來陽	p	III	k	陽	A	III	xxxxxxxxx	A	用盛{方+{𠂉>{米+舀}}}（稻）粱 A ！	verwendet esals Behälter für Reis und Hirse.	
41	SHÍ MIǍN FǓ 師免簠	205	4f	22	亯	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	A				其子=孫=永寶用亯（享 A）！ 	"Mögen Kindeskinder und Enkelsenkel es ewiglich für rituelle Speisungen gebrauchen."""	
41	SHÍ MIǍN FǓ 師免簠	205	4f	22	享	xiǎng	*xjangX	*xaŋʔ	許兩	曉養	s	III	k	陽	A						
**41	SHÍ MIǍN FǓ 師免簠	205	1e	5	匚+{止>土}										?						
**41	SHÍ MIǍN FǓ 師免簠	205	1e	5	匚+古 → 簠	fǔ	*pjuX	*p(r)aʔ	方矩	非麌	s	III	h	魚	a						
42	MÙ GUǏ 牧簋	207		(1-191)																	
42	MÙ GUǏ 牧簋	207	18g	194	首	shǒu	*syuwX	*hluʔ	書九	書有	s	III	k	幽	A	I	xxx	A			
42	MÙ GUǏ 牧簋	207	19c	201	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	A	II	xxxxxxx	A			
42	MÙ GUǏ 牧簋	207	19i	207	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	III	xxxxxx	A			
42	MÙ GUǏ 牧簋	207	20d	212	𣪘										?	IV	xxxxx	A			
42	MÙ GUǏ 牧簋	207	20d	212	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	A						
42	MÙ GUǏ 牧簋	207	20j	218	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	V	xxxxxx	A			
42	MÙ GUǏ 牧簋	207	21g	225	用	yòng	*yowngH	*loŋs	余頌	以用	q	III	h	東	X	VI	xxxxxxx	X			
43	DUÀN GUǏ 段簋	207-208	1f	6	祀	sì	*ziX	*zə(k)ʔ	詳里	邪止	s	III	k	之	A	I	xxxxxx	A			
43	DUÀN GUǏ 段簋	207-208	2b	12	卯	mǎo	*maewX	*mrūʔ	莫飽	明巧	s	II	k	幽	a	II	xxxxxx	a			
43	DUÀN GUǏ 段簋	207-208	2f	16	米>一>口>并										?	III	xxxx	B			
43	DUÀN GUǏ 段簋	207-208	2f	16	烝	zhēng	*tsying	*təŋ	煮仍	章蒸	p	III	k	蒸	B						
43	DUÀN GUǏ 段簋	207-208	2i	19	曾	céng	*dzong	*dzəŋ	昨棱	從登	p	I	k	蒸	B	IV	xxx	B			
43	DUÀN GUǏ 段簋	207-208	2i	19	贈	zèng	*dzongH	*dzə̄ŋs	昨亙	從嶝	q	I	k	蒸	B						
43	DUÀN GUǏ 段簋	207-208	3d	23	厂+{秝>甘}	lì	*lek	*C-rēk	郎擊	來錫	r	IV	k	錫	X	V	xxxx	X			
43	DUÀN GUǏ 段簋	207-208	3i	28	子	zǐ	*tsiX	*tsəʔ	即里	精止	s	III	k	之	C	VI	xxxxx	A			
43	DUÀN GUǏ 段簋	207-208	4h	36	段	duàn	*dwanH	*tōns	徒玩	定換	q	I	h	元	X	VII	xxxxxxxx	X			
43	DUÀN GUǏ 段簋	207-208	5d	41	休	xiū	*xjuw	*x(r)u	許尤	曉尤	p	III	k	幽	D	VIII	xxxxx	a			
43	DUÀN GUǏ 段簋	207-208	5g	44	𣪘										?	IX	xxx	a			
43	DUÀN GUǏ 段簋	207-208	5g	44	簋	guǐ	*kwijX	*kʷruʔ	居洧	見旨	s	III	h	幽	D						
43	DUÀN GUǏ 段簋	207-208	5i	48	子=	-zǐ	*-tsiX	*-tsəʔ	即里	精止	s	III	k	之	C	X	xxxx	A			
43	DUÀN GUǏ 段簋	207-208	6e	53	祀	sì	*ziX	*zə(k)ʔ	詳里	邪止	s	III	k	之	C	XI	xxxx	A			
43	DUÀN GUǏ 段簋	207-208	6i	57	囗										?	XII	xxxx	?			
44	JUÉ GUǏ 欮簋	208-209		(1-5)															欮乍（作）氒（厥）𣪘（簋）兩。	"""Jué ließ sich zwei guǐ­Terrinen fertigen."	
44	JUÉ GUǏ 欮簋	208-209	2c	8	年	nián	*nen	*nīn	奴顛	泥先	p	IV	k	真	A	I	xxxxxxxx	A	其萬年 A ，	Auf daß sie Myriaden von Jahren lang [erhalten bleiben],	
44	JUÉ GUǏ 欮簋	208-209	2f	11	賓	bīn	*pjin	*pin	必鄰	幫真	p	III	k	真	A	II	xxx	A	用卿（饗）{宀>万>貝}（賓 A）！	daß ihr sie verwendet, um Gäste zu bewirten!”	
45	?XING ZHŌNG {疒+興}鐘 I	209-210	1c	3	走+亘=	-yuán	*-hjwon	*-war	兩元	云元	p	III	h	元	X	III	xxx	X			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	1c	3	宣=	­xuān	*-sjwen	*-swar	須緣	心仙	p	III	h	元	X	IV	xxxx	a			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	1g	7	走+喪										?	V	xxxxxxx	A			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	1g	7	爽	shuǎng	*srjangX	*sraŋʔ	疎兩	生養	s	III	k	陽	X	VI	xxxx	A			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	1n	14	公	gōng	*kuwng	*kōŋ	古紅	見東	p	I	h	東	A						
45	?XING ZHŌNG {疒+興}鐘 I	209-210	2b	18	公	gōng	*kuwng	*kōŋ	古紅	見東	p	I	h	東	A	VII	xxxx	A			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	2f	22	公	gōng	*kuwng	*kōŋ	古紅	見東	p	I	h	東	A	VIII	xxxx	A			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	2i	25	鐘	zhōng	*tsyowng	*toŋ	職容	章鍾	p	III	h	東	A	IX	xxxxxxx	B			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	3c	34	人	rén	*nyin	*nin	如鄰	日真	p	III	k	真	B	X	xxx	C			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	3f	37	壽	shòu	*dzyuwX	*duʔ	殖酉	禪有	s	III	k	幽	C	XI	xxx	B			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	3i	40	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	B	XII	xxxxxx	X			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	4e	46	魯	lǔ	*luX	*C-rāʔ	郎古	來姥	s	I	h	魚	X	XIII	xxxx	C			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	4i	50	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	C	XIV	xxxxxxx	X			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	5f	57	上	shàng	*dzyangH	*daŋs	時亮	禪漾	q	III	k	陽	X	XV	xxxx	X			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	5h	61	刀>日>比>泉=										?	XVI	xxxxx	c			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	5h	61	礡	-bó	*-pak	*-pāk	補各	幫鐸	r	I	k	鐸	X						
45	?XING ZHŌNG {疒+興}鐘 I	209-210	6c	66	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	c	XVII	xxxx	D			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	6g	70	身	shēn	*syin	*hlin	失人	書真	p	III	k	真	D	XVIII	xxxx	D			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	7a	74	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	D	XIX	xxxxxx	c			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	7a	74	命	mìng	*mjaengH	*mriŋ(s)	眉病	明映	q	III	k	真	D						
45	?XING ZHŌNG {疒+興}鐘 I	209-210	7g	80	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	c	XX	xxxx	D			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	7k	84	年	nián	*nen	*nīn	奴顛	泥先	p	IV	k	真	D	XXI	xxxx	E			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	7o	88	光	guāng	*kwang	*kʷāŋ	古黃	見唐	p	I	h	陽	E	XXII	xxxxx	E			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	8e	93	彊	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	E	XXIII	xxxxxxx	D			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	8e	93	疆	jiāng	*kjang	*kaŋ	居良	見陽	p	III	k	陽	E						
45	?XING ZHŌNG {疒+興}鐘 I	209-210	8l	100	身	shēn	*syin	*hlin	失人	書真	p	III	k	真	D	XXIV	xxxxxxxxx	C			
45	?XING ZHŌNG {疒+興}鐘 I	209-210	8o	103	寶	bǎo	*pawX	*pūʔ	博抱	幫晧	s	I	k	幽	C	XXV					
46	?XING ZHŌNG {疒+興}鐘 II	211-212		(1-2)																	
46	?XING ZHŌNG {疒+興}鐘 II	211-212	1j	10	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	I	xxxxxxxx	A			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	1p	16	尹	yin	*ywinX	*lun	余準	以準	s	III	h	文	B	II	xxxxxx	B			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	2c	20	義	yì	*ngjeH	*ŋ(r)ajs	宜寄	疑寘	q	III	k	歌	b	III	xxxx	b			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	2c	20	儀	yí	*ngje	*ŋ(r)aj	魚羈	疑支	p	III	k	歌	b						
46	?XING ZHŌNG {疒+興}鐘 II	211-212	2g	24	王	wáng	*hjwang	*waŋ	雨方	云陽	p	III	h	陽	X	IV	xxxx	X			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	2n	31	考	kǎo	*khawX	*khūʔ	苦浩	溪晧	s	I	k	幽	A	V	xxxxxxx	A			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	2q	34	德	dé	*tok	*tə̄k	多則	端德	r	I	k	職	c	VI	xxx	C			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	3c	37	夕	xī	*zjek	*z(l)ēk	祥易	邪昔	r	IV	k	鐸	X	VII	xxx	X			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	3f	40	氏	shì	*dzyeX	*deʔ	承紙	禪止	s	III	k	佳	X	VIII	xxx	X			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	4f	48	佩	pèi	*bojH	*bə̄s	蒲昧	並隊	q	I	h	之	C	IX	xxxxxxxx	C			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	5g	57	鐘	zhōng	*tsyowng	*toŋ	職容	章鍾	p	III	h	東	X	X	xxxxxxxxx	X			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	6d	62	祀	sì	*ziX	*zə(k)ʔ	詳里	邪止	s	III	k	之	C	XI	xxxxx	C			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	6i	69	神=	­shén	*-zyin	*-mlin	食鄰	船真	p	III	k	真	D	XII	xxxxxxx	D			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	7f	74	祜	hù	*huX	*gāʔ	侯古	匣姥	s	I	h	魚	E	XIII	xxxxx	E			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	7k	79	福	fú	*pjuwk	*pək	方六	非屋	r	III	h	職	c	XIV	xxxxx	c			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	7n	84	刀>日>比>泉=										?	XV	xxxxx	X			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	7n	84	礡	-bó	*-pak	*-pāk	補各	幫鐸	r	I	k	鐸	X						
46	?XING ZHŌNG {疒+興}鐘 II	211-212	8a	88	魯	lǔ	*luX	*C-rāʔ	郎古	來姥	s	I	h	魚	E	XVI	xxxx	E			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	8e	92	令	lìng	*ljengH	*C-riŋ(s)	力政	來勁	q	III	k	真	D	XVII	xxxx	D			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	8i	96	冬	dōng	*towng	*tūŋ	都宗	端冬	p	I	h	冬	X	XVIII	xxxx	X			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	8i	96	終	zhōng	*tsyuwng	*tuŋ	職戎	章冬	p	III	h	冬	X						
46	?XING ZHŌNG {疒+興}鐘 II	211-212	8m	100	年	nián	*nen	*nīn	奴顛	泥先	p	IV	k	真	D	XIX	xxxx	D			
46	?XING ZHŌNG {疒+興}鐘 II	211-212	8q	104	鼓	gǔ	*kuX	*kāʔ	公戶	見姥	s	I	h	魚	E	XX	xxxx	E			
